wfo,utc_issue,utc_expire,utc_prodissue,utc_init_expire,phenomena,gtype,significance,eventid,status,ugc,area2d,utc_updated,hvtec_nwsli,hvtec_severity,hvtec_cause,hvtec_record,is_emergency,utc_polygon_begin,utc_polygon_end,windtag,hailtag,tornadotag,damagetag,product_id,fcster
TBW,2024-10-09 16:36,2024-10-09 17:00,2024-10-09 16:36,202410091700,TO,P,W,54,NEW,,1310.32756753642,2024-10-09 16:36,,,,,False,2024-10-09 16:36,2024-10-09 16:41,,0.75,RADAR INDICATED,,202410091636-KTBW-WFUS52-TORTBW,TBW
TAE,2024-01-09 13:42,2024-01-09 14:15,2024-01-09 13:42,202401091415,TO,P,W,13,NEW,,1882.2824697704546,2024-01-09 13:42,,,,,False,2024-01-09 13:42,2024-01-09 14:15,,1.0,OBSERVED,,202401091342-KTAE-WFUS52-TORTAE,71-BUNKER
TBW,2024-09-26 21:44,2024-09-26 22:00,2024-09-26 21:44,202409262200,TO,P,W,38,NEW,,1105.1176362027468,2024-09-26 21:44,,,,,False,2024-09-26 21:44,2024-09-26 21:54,,0.0,RADAR INDICATED,,202409262144-KTBW-WFUS52-TORTBW,TBW
TAE,2024-12-29 10:03,2024-12-29 10:30,2024-12-29 10:03,202412291030,TO,P,W,101,NEW,,812.4539178612912,2024-12-29 10:03,,,,,False,2024-12-29 10:03,2024-12-29 10:15,,1.0,RADAR INDICATED,,202412291003-KTAE-WFUS52-TORTAE,11-MM
MFL,2024-07-30 11:50,2024-07-30 12:45,2024-07-30 11:50,202407301245,MA,P,W,275,NEW,,548.9624053456166,2024-07-30 11:50,,,,,False,2024-07-30 11:50,2024-07-30 12:35,34.0,0.0,,,202407301150-KMFL-WHUS52-SMWMFL,RAG
MOB,2024-04-10 16:36,2024-04-10 17:15,2024-04-10 16:36,202404101715,SV,P,W,37,NEW,,1379.5814967993774,2024-04-10 16:36,,,,,False,2024-04-10 16:36,2024-04-10 17:08,60.0,1.25,,,202404101636-KMOB-WUUS54-SVRMOB,
MFL,2024-09-26 11:15,2024-09-26 11:30,2024-09-26 11:15,202409261130,TO,P,W,30,NEW,,715.5866400688425,2024-09-26 11:15,,,,,False,2024-09-26 11:15,2024-09-26 11:24,,0.75,RADAR INDICATED,,202409261115-KMFL-WFUS52-TORMFL,Baxter
MFL,2024-02-18 20:39,2024-02-18 21:15,2024-02-18 20:39,202402182115,MA,P,W,44,NEW,,960.0718300561307,2024-02-18 20:39,,,,,False,2024-02-18 20:39,2024-02-18 21:15,40.0,0.0,,,202402182039-KMFL-WHUS52-SMWMFL,WR
MFL,2024-01-06 20:50,2024-01-06 21:15,2024-01-06 20:50,202401062115,TO,P,W,2,NEW,,224.42510044269483,2024-01-06 20:50,,,,,False,2024-01-06 20:50,2024-01-06 20:57,,0.0,RADAR INDICATED,,202401062050-KMFL-WFUS52-TORMFL,Culver
MFL,2024-10-09 20:40,2024-10-09 21:00,2024-10-09 20:40,202410092100,TO,P,W,90,NEW,,361.6920556374098,2024-10-09 20:40,,,,,False,2024-10-09 20:40,2024-10-09 20:45,,0.0,RADAR INDICATED,,202410092040-KMFL-WFUS52-TORMFL,Culver
MFL,2024-08-15 21:04,2024-08-15 22:00,2024-08-15 21:04,202408152200,FA,P,Y,133,NEW,,103.69016985835913,2024-08-15 21:04,00000,N,ER,OO,False,2024-08-15 21:04,2024-08-15 22:00,,,,,202408152104-KMFL-WGUS82-FLSMFL,CWC
MFL,2024-09-11 22:36,2024-09-12 00:30,2024-09-11 22:36,202409120030,FA,P,Y,186,NEW,,38.64735381909522,2024-09-11 22:36,00000,N,ER,OO,False,2024-09-11 22:36,2024-09-12 00:30,,,,,202409112236-KMFL-WGUS82-FLSMFL,CF
MFL,2024-06-13 19:41,2024-06-13 22:26,2024-06-13 19:41,202406132245,FA,P,Y,61,NEW,,580.9989704647946,2024-06-13 19:41,00000,N,ER,OO,False,2024-06-13 19:41,2024-06-13 22:26,,,,,202406131941-KMFL-WGUS82-FLSMFL,BAXTER
MFL,2024-06-13 20:00,2024-06-13 22:49,2024-06-13 20:00,202406132300,FA,P,Y,63,NEW,,599.8242946229061,2024-06-13 20:00,00000,N,ER,OO,False,2024-06-13 20:00,2024-06-13 22:49,,,,,202406132000-KMFL-WGUS82-FLSMFL,JS
JAX,2024-08-08 01:55,2024-08-08 03:00,2024-08-08 01:55,202408080300,MA,P,W,160,NEW,,3989.562498362651,2024-08-08 01:55,,,,,False,2024-08-08 01:55,2024-08-08 03:00,34.0,0.0,,,202408080155-KJAX-WHUS52-SMWJAX,SHASHY
JAX,2024-07-17 18:57,2024-07-17 19:48,2024-07-17 18:57,202407172000,MA,P,W,126,NEW,,1503.6155956247771,2024-07-17 18:57,,,,,False,2024-07-17 18:57,2024-07-17 19:48,49.0,0.0,,,202407171857-KJAX-WHUS52-SMWJAX,SHASHY
MLB,2024-10-11 00:00,2024-10-31 04:52,2024-10-11 00:00,202410310452,FL,P,W,5,NEW,,181.1278595333743,2024-10-10 04:52,DLAF1,3,ER,NO,False,2024-10-10 06:15,2024-10-10 06:15,,,,,202410100452-KMLB-WGUS42-FLWMLB,Schaper
MFL,2024-08-16 18:24,2024-08-16 20:30,2024-08-16 18:24,202408162030,FA,P,Y,135,NEW,,232.22510417508593,2024-08-16 18:24,00000,N,ER,OO,False,2024-08-16 18:24,2024-08-16 20:30,,,,,202408161824-KMFL-WGUS82-FLSMFL,CWC
MFL,2024-05-16 19:14,2024-05-16 19:45,2024-05-16 19:14,202405161945,SV,P,W,22,NEW,,464.9125709960736,2024-05-16 19:14,,,,,False,2024-05-16 19:14,2024-05-16 19:23,60.0,1.0,POSSIBLE,,202405161914-KMFL-WUUS52-SVRMFL,Hadi
TBW,2024-08-04 15:15,2024-08-04 15:45,2024-08-04 15:15,202408041545,TO,P,W,15,NEW,,498.61513725347834,2024-08-04 15:15,,,,,False,2024-08-04 15:15,2024-08-04 15:32,,0.0,RADAR INDICATED,,202408041515-KTBW-WFUS52-TORTBW,TBW
KEY,2024-10-07 00:54,2024-10-07 02:44,2024-10-07 00:54,202410070300,FA,P,Y,22,NEW,,295.7250735408882,2024-10-07 00:54,00000,N,ER,OO,False,2024-10-07 00:54,2024-10-07 02:44,,,,,202410070054-KKEY-WGUS82-FLSKEY,Jacobson
TBW,2024-08-04 12:42,2024-08-04 13:15,2024-08-04 12:42,202408041315,TO,P,W,11,NEW,,395.5666933902222,2024-08-04 12:42,,,,,False,2024-08-04 12:42,2024-08-04 13:07,,0.0,RADAR INDICATED,,202408041242-KTBW-WFUS52-TORTBW,TBW
TBW,2024-10-01 22:54,2024-10-02 00:33,2024-10-01 22:54,202410020100,FA,P,Y,98,NEW,,169.6649134756611,2024-10-01 22:54,00000,N,ER,OO,False,2024-10-01 22:54,2024-10-02 00:33,,,,,202410012254-KTBW-WGUS82-FLSTBW,TBW
JAX,2024-02-04 22:51,2024-02-04 23:30,2024-02-04 22:51,202402042330,TO,P,W,26,NEW,,360.27470218298635,2024-02-04 22:51,,,,,False,2024-02-04 22:51,2024-02-04 23:09,,0.75,RADAR INDICATED,,202402042251-KJAX-WFUS52-TORJAX-RRA,23
TAE,2024-07-15 19:29,2024-07-15 20:00,2024-07-15 19:29,202407152000,SV,P,W,173,NEW,,365.6766888858404,2024-07-15 19:29,,,,,False,2024-07-15 19:29,2024-07-15 20:00,60.0,0.75,,,202407151929-KTAE-WUUS52-SVRTAE,16-WORSTER
TAE,2024-05-10 09:25,2024-05-10 10:00,2024-05-10 09:25,202405101000,TO,P,W,51,NEW,,1001.772961894072,2024-05-10 09:25,,,,,False,2024-05-10 09:25,2024-05-10 09:27,,0.75,RADAR INDICATED,,202405100925-KTAE-WFUS52-TORTAE,58-REESE
TAE,2024-04-03 08:30,2024-04-03 09:30,2024-04-03 08:30,202404030930,MA,P,W,62,NEW,,5752.9041541563265,2024-04-03 08:30,,,,,False,2024-04-03 08:30,2024-04-03 08:57,40.0,0.75,,,202404030830-KTAE-WHUS52-SMWTAE,21-HANER
MOB,2024-01-09 12:29,2024-01-09 12:45,2024-01-09 12:29,202401091300,TO,P,W,10,NEW,,357.03649542350996,2024-01-09 12:29,,,,,False,2024-01-09 12:29,2024-01-09 12:45,,0.75,RADAR INDICATED,,202401091229-KMOB-WFUS54-TORMOB,Black
TBW,2024-08-28 22:19,2024-08-28 22:45,2024-08-28 22:19,202408282245,MA,P,W,123,NEW,,1757.1295024796755,2024-08-28 22:19,,,,,False,2024-08-28 22:19,2024-08-28 22:45,34.0,0.0,,,202408282219-KTBW-WHUS52-SMWTBW,TBW
MOB,2024-03-09 07:56,2024-03-09 08:30,2024-03-09 07:56,202403090830,SV,P,W,30,NEW,,1239.502550866599,2024-03-09 07:56,,,,,False,2024-03-09 07:56,2024-03-09 08:30,60.0,1.0,,,202403090756-KMOB-WUUS54-SVRMOB,
MFL,2024-06-07 20:20,2024-06-07 20:45,2024-06-07 20:20,202406072045,MA,P,W,185,NEW,,490.01671634053946,2024-06-07 20:20,,,,,False,2024-06-07 20:20,2024-06-07 20:45,40.0,0.0,,,202406072020-KMFL-WHUS52-SMWMFL-RRA,GR
MFL,2024-08-16 20:46,2024-08-16 21:45,2024-08-16 20:46,202408162145,FA,P,Y,138,NEW,,83.47708239092663,2024-08-16 20:46,00000,N,ER,OO,False,2024-08-16 20:46,2024-08-16 21:45,,,,,202408162046-KMFL-WGUS82-FLSMFL,CWC
MFL,2024-05-28 19:03,2024-05-28 19:51,2024-05-28 19:03,202405282100,FA,P,Y,25,NEW,,79.61020505389409,2024-05-28 19:03,00000,N,ER,OO,False,2024-05-28 19:03,2024-05-28 19:51,,,,,202405281903-KMFL-WGUS82-FLSMFL,CWC
MFL,2024-06-13 22:46,2024-06-13 23:15,2024-06-13 22:46,202406132315,MA,P,W,232,NEW,,175.5985075510613,2024-06-13 22:46,,,,,False,2024-06-13 22:46,2024-06-13 23:08,34.0,0.0,,,202406132246-KMFL-WHUS52-SMWMFL,Baxter
MLB,2024-01-15 22:03,2024-01-15 22:30,2024-01-15 22:03,202401152230,TO,P,W,7,NEW,,318.85726067642673,2024-01-15 22:03,,,,,False,2024-01-15 22:03,2024-01-15 22:21,,0.0,OBSERVED,,202401152203-KMLB-WFUS52-TORMLB,Leahy
MLB,2024-09-26 12:30,2024-09-26 12:45,2024-09-26 12:30,202409261245,TO,P,W,18,NEW,,631.7370938136872,2024-09-26 12:30,,,,,False,2024-09-26 12:30,2024-09-26 12:38,,0.0,RADAR INDICATED,,202409261230-KMLB-WFUS52-TORMLB,Law
MLB,2024-10-01 21:21,2024-10-01 22:45,2024-10-01 21:21,202410012245,MA,P,W,255,NEW,,1224.094743360573,2024-10-01 21:21,,,,,False,2024-10-01 21:21,2024-10-01 22:45,34.0,0.0,,,202410012121-KMLB-WHUS52-SMWMLB,Sedlock
MFL,2024-10-09 14:58,2024-10-09 15:15,2024-10-09 14:58,202410091515,TO,P,W,55,NEW,,735.8407659482261,2024-10-09 14:58,,,,,False,2024-10-09 14:58,2024-10-09 15:08,,0.0,RADAR INDICATED,,202410091458-KMFL-WFUS52-TORMFL,ATV
MLB,2024-01-09 22:48,2024-01-09 23:15,2024-01-09 22:48,202401092315,TO,P,W,3,NEW,,729.4797307623418,2024-01-09 22:48,,,,,False,2024-01-09 22:48,2024-01-09 22:53,,0.75,RADAR INDICATED,,202401092248-KMLB-WFUS52-TORMLB,Heil
KEY,2024-02-04 14:34,2024-02-04 15:00,2024-02-04 14:34,202402041500,TO,P,W,1,NEW,,158.98444667178393,2024-02-04 14:34,,,,,False,2024-02-04 14:34,2024-02-04 14:46,,0.0,RADAR INDICATED,,202402041434-KKEY-WFUS52-TORKEY,CLR
JAX,2024-03-03 15:35,2024-03-03 16:34,2024-03-03 15:35,202403031700,FA,P,Y,3,NEW,,154.2975091920026,2024-03-03 15:35,00000,N,ER,OO,False,2024-03-03 15:35,2024-03-03 16:34,,,,,202403031535-KJAX-WGUS82-FLSJAX,SHASHY
KEY,2024-02-05 14:12,2024-02-05 14:58,2024-02-05 14:12,202402051515,MA,P,W,32,NEW,,7286.941843763086,2024-02-05 14:12,,,,,False,2024-02-05 14:12,2024-02-05 14:58,34.0,0.75,,,202402051412-KKEY-WHUS52-SMWKEY,NB
MLB,2024-06-15 20:36,2024-06-15 22:30,2024-06-15 20:36,202406152230,FA,P,Y,18,NEW,,272.557081883266,2024-06-15 20:36,00000,N,ER,OO,False,2024-06-15 20:36,2024-06-15 22:30,,,,,202406152036-KMLB-WGUS82-FLSMLB,Heil
TBW,2024-07-05 16:33,2024-07-05 18:30,2024-07-05 16:33,202407051830,FA,P,Y,27,NEW,,383.41422445503684,2024-07-05 16:33,00000,N,ER,OO,False,2024-07-05 16:33,2024-07-05 18:30,,,,,202407051633-KTBW-WGUS82-FLSTBW,TBW
TBW,2024-08-04 21:00,2024-08-04 21:30,2024-08-04 21:00,202408042130,TO,P,W,21,NEW,,821.3655033064716,2024-08-04 21:00,,,,,False,2024-08-04 21:00,2024-08-04 21:12,,0.75,RADAR INDICATED,,202408042100-KTBW-WFUS52-TORTBW,TBW
JAX,2024-08-22 22:30,2024-08-22 23:30,2024-08-22 22:30,202408222330,SV,P,W,200,NEW,,816.5244573840546,2024-08-22 22:30,,,,,False,2024-08-22 22:30,2024-08-22 22:50,60.0,0.75,,,202408222230-KJAX-WUUS52-SVRJAX,CRUZ
JAX,2024-08-04 23:23,2024-08-04 23:45,2024-08-04 23:23,202408042345,TO,P,W,52,NEW,,169.31169219634845,2024-08-04 23:23,,,,,False,2024-08-04 23:23,2024-08-04 23:31,,0.0,RADAR INDICATED,,202408042323-KJAX-WFUS52-TORJAX,NELSON
TBW,2024-04-11 16:56,2024-04-11 17:15,2024-04-11 16:56,202404111715,TO,P,W,10,NEW,,156.06522807698238,2024-04-11 16:56,,,,,False,2024-04-11 16:56,2024-04-11 17:06,,0.0,OBSERVED,,202404111656-KTBW-WFUS52-TORTBW,TBW
TBW,2024-06-17 00:07,2024-06-17 00:26,2024-06-17 00:07,202406170045,SV,P,W,32,NEW,,623.3286812680628,2024-06-17 00:07,,,,,False,2024-06-17 00:07,2024-06-17 00:26,60.0,0.75,,,202406170007-KTBW-WUUS52-SVRTBW,TBW
MFL,2024-10-07 15:50,2024-10-07 17:15,2024-10-07 15:50,202410071715,MA,P,W,479,NEW,,1854.2325015418644,2024-10-07 15:50,,,,,False,2024-10-07 15:50,2024-10-07 17:15,34.0,0.0,,,202410071550-KMFL-WHUS52-SMWMFL,Baxter
MFL,2024-10-09 21:07,2024-10-09 21:30,2024-10-09 21:07,202410092130,TO,P,W,92,NEW,,158.22513384539775,2024-10-09 21:07,,,,,False,2024-10-09 21:07,2024-10-09 21:16,,0.0,OBSERVED,CONSIDERABLE,202410092107-KMFL-WFUS52-TORMFL,Culver
MFL,2024-09-18 22:56,2024-09-18 23:15,2024-09-18 22:56,202409182315,SV,P,W,83,NEW,,245.4042919905728,2024-09-18 22:56,,,,,False,2024-09-18 22:56,2024-09-18 23:07,60.0,0.88,POSSIBLE,,202409182256-KMFL-WUUS52-SVRMFL,Baxter
MFL,2024-09-18 22:48,2024-09-19 00:45,2024-09-18 22:48,202409190045,FA,P,Y,204,NEW,,430.4654100513794,2024-09-18 22:48,00000,N,ER,OO,False,2024-09-18 22:48,2024-09-19 00:49,,,,,202409182248-KMFL-WGUS82-FLSMFL,BAXTER
MFL,2024-10-05 14:17,2024-10-05 15:15,2024-10-05 14:17,202410051515,FA,P,Y,218,NEW,,121.55210283063506,2024-10-05 14:17,00000,N,ER,OO,False,2024-10-05 14:17,2024-10-05 15:15,,,,,202410051417-KMFL-WGUS82-FLSMFL,AR
MLB,2024-05-15 16:13,2024-05-15 16:45,2024-05-15 16:13,202405151645,SV,P,W,31,NEW,,668.984912922917,2024-05-15 16:13,,,,,False,2024-05-15 16:13,2024-05-15 16:32,60.0,1.0,POSSIBLE,,202405151613-KMLB-WUUS52-SVRMLB,Fehling
TAE,2024-07-25 22:08,2024-07-26 00:00,2024-07-25 22:08,202407260000,FA,P,Y,139,NEW,,724.3832405839173,2024-07-25 22:08,00000,N,ER,OO,False,2024-07-25 22:08,2024-07-26 00:00,,,,,202407252208-KTAE-WGUS82-FLSTAE,DR
MFL,2024-09-26 11:38,2024-09-26 12:00,2024-09-26 11:38,202409261200,TO,P,W,32,NEW,,1022.5668373887839,2024-09-26 11:38,,,,,False,2024-09-26 11:38,2024-09-26 12:00,,0.75,RADAR INDICATED,,202409261138-KMFL-WFUS52-TORMFL,Baxter
MFL,2024-10-09 18:21,2024-10-09 18:45,2024-10-09 18:21,202410091845,TO,P,W,72,NEW,,1003.2500631138615,2024-10-09 18:21,,,,,False,2024-10-09 18:21,2024-10-09 18:36,,0.0,RADAR INDICATED,,202410091821-KMFL-WFUS52-TORMFL,Culver
MFL,2024-08-04 02:11,2024-08-04 02:30,2024-08-04 02:11,202408040230,SV,P,W,73,NEW,,1475.422362765153,2024-08-04 02:11,,,,,False,2024-08-04 02:11,2024-08-04 02:30,60.0,0.75,POSSIBLE,,202408040211-KMFL-WUUS52-SVRMFL,CWC
MFL,2024-06-12 17:23,2024-06-12 19:15,2024-06-12 17:23,202406121915,FF,P,W,7,NEW,,130.91851129664585,2024-06-12 17:23,00000,0,ER,OO,False,2024-06-12 17:23,2024-06-12 19:05,,,,,202406121723-KMFL-WGUS52-FFWMFL,SB
MLB,2024-09-01 19:48,2024-09-01 21:15,2024-09-01 19:48,202409012115,FA,P,Y,82,NEW,,95.25617175279424,2024-09-01 19:48,00000,N,ER,OO,False,2024-09-01 19:48,2024-09-01 21:05,,,,,202409011948-KMLB-WGUS82-FLSMLB,Heil
MLB,2024-10-12 13:37,2024-10-15 08:58,2024-10-12 13:37,202411021337,FL,P,W,8,NEW,,13.065099645882869,2024-10-12 13:37,SHIF1,1,ER,NO,False,2024-10-12 13:37,2024-10-13 03:53,,,,,202410121337-KMLB-WGUS42-FLWMLB,Leahy
JAX,2024-07-17 20:59,2024-07-17 23:00,2024-07-17 20:59,202407172300,FA,P,Y,103,NEW,,315.7465157924834,2024-07-17 20:59,00000,N,ER,OO,False,2024-07-17 20:59,2024-07-17 23:00,,,,,202407172059-KJAX-WGUS82-FLSJAX,CORLESS
MFL,2024-10-09 20:02,2024-10-09 21:47,2024-10-09 20:02,202410092200,FA,P,Y,242,NEW,,133.4814934400823,2024-10-09 20:02,00000,N,ER,OO,False,2024-10-09 20:02,2024-10-09 20:28,,,,,202410092002-KMFL-WGUS82-FLSMFL,BAXTER
TBW,2024-08-04 17:36,2024-08-04 18:00,2024-08-04 17:36,202408041800,TO,P,W,19,NEW,,821.251364909064,2024-08-04 17:36,,,,,False,2024-08-04 17:36,2024-08-04 18:00,,0.75,RADAR INDICATED,,202408041736-KTBW-WFUS52-TORTBW,TBW
JAX,2024-07-01 21:11,2024-07-01 22:15,2024-07-01 21:11,202407012215,FA,P,Y,64,NEW,,24.040816597764806,2024-07-01 21:11,00000,N,ER,OO,False,2024-07-01 21:11,2024-07-01 22:10,,,,,202407012111-KJAX-WGUS82-FLSJAX,KB
TBW,2024-07-05 20:31,2024-07-05 23:30,2024-07-05 20:31,202407052330,FA,P,Y,28,NEW,,140.7196279368048,2024-07-05 20:31,00000,N,ER,OO,False,2024-07-05 20:31,2024-07-05 23:30,,,,,202407052031-KTBW-WGUS82-FLSTBW,TBW
MOB,2024-01-27 16:39,2024-01-27 19:45,2024-01-27 16:39,202401271945,FF,P,W,2,NEW,,1904.8147480691416,2024-01-27 16:39,00000,0,ER,OO,False,2024-01-27 16:39,2024-01-27 17:49,,,,,202401271639-KMOB-WGUS54-FFWMOB,
MFL,2024-08-09 16:11,2024-08-09 16:45,2024-08-09 16:11,202408091645,MA,P,W,372,NEW,,1314.2975165619841,2024-08-09 16:11,,,,,False,2024-08-09 16:11,2024-08-09 16:45,34.0,0.0,,,202408091611-KMFL-WHUS52-SMWMFL,CWC
TAE,2024-07-25 22:15,2024-07-25 23:15,2024-07-25 22:15,202407252315,FA,P,Y,141,NEW,,582.8003023879115,2024-07-25 22:15,00000,N,ER,OO,False,2024-07-25 22:15,2024-07-25 23:15,,,,,202407252215-KTAE-WGUS82-FLSTAE,DR
MFL,2024-09-16 23:17,2024-09-16 23:45,2024-09-16 23:17,202409162345,MA,P,W,440,NEW,,922.632270229752,2024-09-16 23:17,,,,,False,2024-09-16 23:17,2024-09-16 23:30,34.0,0.75,,,202409162317-KMFL-WHUS52-SMWMFL,Fisher
MFL,2024-09-11 17:10,2024-09-11 17:52,2024-09-11 17:10,202409111915,FA,P,Y,182,NEW,,150.10568636526742,2024-09-11 17:10,00000,N,ER,OO,False,2024-09-11 17:10,2024-09-11 17:52,,,,,202409111710-KMFL-WGUS82-FLSMFL,CF
MFL,2024-05-19 22:37,2024-05-19 23:15,2024-05-19 22:37,202405192315,MA,P,W,158,NEW,,3605.186352833538,2024-05-19 22:37,,,,,False,2024-05-19 22:37,2024-05-19 23:15,34.0,0.75,,,202405192237-KMFL-WHUS52-SMWMFL,JS
MFL,2024-08-15 20:56,2024-08-15 22:00,2024-08-15 20:56,202408152200,FA,P,Y,132,NEW,,108.08493655012023,2024-08-15 20:56,00000,N,ER,OO,False,2024-08-15 20:56,2024-08-15 22:00,,,,,202408152056-KMFL-WGUS82-FLSMFL,CWC
KEY,2024-03-23 16:01,2024-03-23 16:45,2024-03-23 16:01,202403231645,MA,P,W,117,NEW,,3033.246754387674,2024-03-23 16:01,,,,,False,2024-03-23 16:01,2024-03-23 16:22,34.0,0.0,,,202403231601-KKEY-WHUS52-SMWKEY,JAM
MFL,2024-10-09 18:37,2024-10-09 19:15,2024-10-09 18:37,202410091915,TO,P,W,77,NEW,,993.2112410952418,2024-10-09 18:37,,,,,False,2024-10-09 18:37,2024-10-09 18:50,,0.0,RADAR INDICATED,,202410091837-KMFL-WFUS52-TORMFL,Culver
KEY,2024-04-04 10:26,2024-04-04 11:30,2024-04-04 10:26,202404041130,MA,P,W,129,NEW,,1900.0616053903864,2024-04-04 10:26,,,,,False,2024-04-04 10:26,2024-04-04 11:30,34.0,0.0,,,202404041026-KKEY-WHUS52-SMWKEY,Jacobson
MFL,2024-10-09 18:48,2024-10-09 19:15,2024-10-09 18:48,202410091915,TO,P,W,79,NEW,,731.3464212630834,2024-10-09 18:48,,,,,False,2024-10-09 18:48,2024-10-09 18:58,,0.0,RADAR INDICATED,,202410091848-KMFL-WFUS52-TORMFL,Culver
TAE,2024-08-19 01:46,2024-08-19 02:45,2024-08-19 01:46,202408190245,SV,P,W,213,NEW,,1263.6567921276235,2024-08-19 01:46,,,,,False,2024-08-19 01:46,2024-08-19 02:45,60.0,1.0,,,202408190146-KTAE-WUUS52-SVRTAE,33
MFL,2024-09-11 23:20,2024-09-12 00:38,2024-09-11 23:20,202409120115,FA,P,Y,188,NEW,,84.26225411819645,2024-09-11 23:20,00000,N,ER,OO,False,2024-09-11 23:20,2024-09-12 00:38,,,,,202409112320-KMFL-WGUS82-FLSMFL,CF
KEY,2024-03-22 18:18,2024-03-22 18:58,2024-03-22 18:18,202403221915,MA,P,W,67,NEW,,1028.216769728571,2024-03-22 18:18,,,,,False,2024-03-22 18:18,2024-03-22 18:58,34.0,0.0,,,202403221818-KKEY-WHUS52-SMWKEY,CLR
KEY,2024-08-20 20:50,2024-08-20 22:08,2024-08-20 20:50,202408202245,FA,P,Y,14,NEW,,114.56058686371787,2024-08-20 20:50,00000,N,ER,OO,False,2024-08-20 20:50,2024-08-20 22:08,,,,,202408202050-KKEY-WGUS82-FLSKEY,Jacobson
MFL,2024-10-07 11:34,2024-10-07 12:30,2024-10-07 11:34,202410071230,MA,P,W,474,NEW,,545.4267524287286,2024-10-07 11:34,,,,,False,2024-10-07 11:34,2024-10-07 12:30,34.0,0.0,,,202410071134-KMFL-WHUS52-SMWMFL,Baxter
MLB,2024-05-11 06:59,2024-05-11 07:30,2024-05-11 06:59,202405110730,SV,P,W,19,NEW,,1012.54632362477,2024-05-11 06:59,,,,,False,2024-05-11 06:59,2024-05-11 07:15,60.0,0.75,POSSIBLE,,202405110659-KMLB-WUUS52-SVRMLB,Heil
MFL,2024-10-10 12:00,2024-10-10 14:14,2024-10-10 12:00,202410281853,FL,P,W,1,NEW,,55.11451658766733,2024-10-07 18:53,PLMF1,1,ER,NO,False,2024-10-08 01:00,2024-10-08 01:00,,,,,202410071853-KMFL-WGUS42-FLWMFL,BAXTER
MFL,2024-08-31 22:02,2024-08-31 23:02,2024-08-31 22:02,202408312315,FA,P,Y,163,NEW,,252.97772980814426,2024-08-31 22:02,00000,N,ER,OO,False,2024-08-31 22:02,2024-08-31 23:02,,,,,202408312202-KMFL-WGUS82-FLSMFL,LC
JAX,2024-07-19 20:52,2024-07-19 21:15,2024-07-19 20:52,202407192115,SV,P,W,179,NEW,,79.05046724747027,2024-07-19 20:52,,,,,False,2024-07-19 20:52,2024-07-19 21:06,60.0,0.75,,,202407192052-KJAX-WUUS52-SVRJAX,CORLESS
JAX,2024-01-09 20:53,2024-01-09 21:15,2024-01-09 20:53,202401092115,TO,P,W,11,NEW,,933.4113458181059,2024-01-09 20:53,,,,,False,2024-01-09 20:53,2024-01-09 21:05,,0.75,RADAR INDICATED,,202401092053-KJAX-WFUS52-TORJAX,AB
JAX,2024-02-04 22:47,2024-02-04 23:30,2024-02-04 22:47,202402042330,SV,P,W,48,NEW,,360.38019086685443,2024-02-04 22:47,,,,,False,2024-02-04 22:47,2024-02-04 23:30,60.0,1.0,POSSIBLE,,202402042247-KJAX-WUUS52-SVRJAX,23
JAX,2024-06-26 21:28,2024-06-26 22:00,2024-06-26 21:28,202406262200,SV,P,W,153,NEW,,1679.371192053907,2024-06-26 21:28,,,,,False,2024-06-26 21:28,2024-06-26 21:45,60.0,0.75,,,202406262128-KJAX-WUUS52-SVRJAX,DUBOIS
TBW,2024-07-08 23:36,2024-07-08 23:48,2024-07-08 23:36,202407090000,SV,P,W,33,NEW,,90.92686906989425,2024-07-08 23:36,,,,,False,2024-07-08 23:36,2024-07-08 23:48,60.0,0.75,POSSIBLE,,202407082336-KTBW-WUUS52-SVRTBW,TBW
JAX,2024-01-09 20:35,2024-01-09 21:00,2024-01-09 20:35,202401092100,TO,P,W,10,NEW,,1155.8232578191842,2024-01-09 20:35,,,,,False,2024-01-09 20:35,2024-01-09 20:50,,0.75,RADAR INDICATED,,202401092035-KJAX-WFUS52-TORJAX,AB
TBW,2024-08-04 20:59,2024-08-04 21:19,2024-08-04 20:59,202408042130,TO,P,W,20,NEW,,679.8781519475746,2024-08-04 20:59,,,,,False,2024-08-04 20:59,2024-08-04 21:19,,0.0,RADAR INDICATED,,202408042059-KTBW-WFUS52-TORTBW,TBW
TAE,2024-06-27 13:05,2024-06-27 14:30,2024-06-27 13:05,202406271430,FA,P,Y,61,NEW,,443.0710216497517,2024-06-27 13:05,00000,N,ER,OO,False,2024-06-27 13:05,2024-06-27 14:30,,,,,202406271305-KTAE-WGUS82-FLSTAE,JCW
JAX,2024-06-12 00:02,2024-06-12 00:30,2024-06-12 00:02,202406120030,SV,P,W,147,NEW,,372.12788632734777,2024-06-12 00:02,,,,,False,2024-06-12 00:02,2024-06-12 00:21,60.0,1.0,,,202406120002-KJAX-WUUS52-SVRJAX,HESS
JAX,2024-02-04 19:58,2024-02-04 20:30,2024-02-04 19:58,202402042030,SV,P,W,30,NEW,,658.2801067998602,2024-02-04 19:58,,,,,False,2024-02-04 19:58,2024-02-04 20:08,60.0,0.75,POSSIBLE,,202402041958-KJAX-WUUS52-SVRJAX,23
